element,name,Z,ecut_eff,ecut_prec,cost,avg_sq_score,myscore,SC,BCC,FCC,DC,XO,XO2,XO3,X2O,X2O3,X2O5
H,PSL-PAW-v0.x,1.0,40.0,40,1.5396,0.0,0.1,0.0173,0.0094,0.0121,0.0023,0.0448,0.0116,0.0586,0.0352,0.012,0.0924
H,PSL-PAW-v1-high,1.0,40.0,40,1.5396,0.0,0.1,0.0173,0.0094,0.0121,0.0023,0.0448,0.0116,0.0586,0.0352,0.012,0.0924
Li,DOJO-041-str,3.0,200.0,200,154.9193,0.0,1.7,0.0322,0.0378,0.0669,0.0086,0.053,0.0261,0.0778,0.0741,0.0353,0.0709
Li,PSL-PAW-v1-high,3.0,90.0,100,46.7654,0.0,0.6,0.016,0.0073,0.0167,0.0431,0.0058,0.0171,0.0157,0.0179,0.0259,0.0923
Li,PSL-US-v1-high,3.0,90.0,100,46.7654,0.0,0.6,0.0234,0.0338,0.0783,0.0111,0.0164,0.0024,0.0131,0.0263,0.0037,0.0768
Li,GBRV-1.X,3.0,30.0,35,9.0,0.0,0.0,0.0175,0.0168,0.0092,0.0014,0.0196,0.0015,0.0641,0.0473,0.0061,0.0877
O,DOJO-041-std,6.0,70.0,75,128.3121,0.0,0.4,0.0405,0.0669,0.0732,0.0173,0.0414,0.0779,0.0983,0.0779,0.0434,0.0534
O,DOJO-041-str,6.0,75.0,80,142.3025,0.0,0.45,0.048,0.0741,0.0783,0.028,0.0488,0.0814,0.0615,0.0814,0.0516,0.0632
O,PSL-PAW-v0.x,6.0,40.0,45,55.4256,0.0,0.1,0.0092,0.0091,0.0077,0.0045,0.0095,0.0112,0.0124,0.0112,0.0076,0.0101
O,PSL-US-v0.x,6.0,40.0,45,55.4256,0.0,0.1,0.0143,0.0229,0.0229,0.021,0.0153,0.025,0.0799,0.025,0.0316,0.0295
F,PSL-PAW-v0.x,7.0,65.0,75,156.2731,0.0,0.35,0.0284,0.0252,0.0451,0.0321,0.0107,0.0203,0.0485,0.0166,0.0145,0.0588
F,PSL-US-v0.x,7.0,65.0,75,156.2731,0.0,0.35,0.0379,0.0926,0.0284,0.0155,0.0062,0.0085,0.0697,0.0429,0.0066,0.0437
Mg,PSL-PAW-v1-low,10.0,80.0,80,435.4648,0.0,0.5,0.0366,0.0224,0.0279,0.0294,0.0104,0.0171,0.0247,0.0353,0.0212,0.0582
Mg,PSL-US-v1-low,10.0,80.0,80,435.4648,0.0,0.5,0.0124,0.0073,0.0171,0.0034,0.0012,0.0167,0.0193,0.0211,0.0219,0.0546
Mg,GBRV-1.X,10.0,35.0,35,126.0144,0.0,0.05,0.0262,0.0274,0.0265,0.0081,0.0143,0.0269,0.0189,0.0391,0.0273,0.0627
P,JTH-1.1-std,5.0,120.0,120,200.0,0.0,0.9,0.0327,0.059,0.0313,0.0636,0.0225,0.0174,0.0989,0.037,0.037,0.0785
S,DOJO-041-std,6.0,35.0,35,45.3652,0.0,0.05,0.04,0.0398,0.0497,0.0508,0.0191,0.0064,0.0182,0.0403,0.0124,0.0963
S,DOJO-050-std,6.0,35.0,35,45.3652,0.0,0.05,0.0287,0.0284,0.0371,0.0396,0.0123,0.0048,0.0169,0.0323,0.0185,0.0925
K,PSL-PAW-v1-high,9.0,55.0,55,201.07,0.0,0.25,0.0094,0.0029,0.0038,0.0215,0.0366,0.0483,0.0292,0.0393,0.0602,0.0929
K,PSL-US-v1-high,9.0,55.0,80,201.07,0.0,0.25,0.0443,0.0581,0.046,0.0243,0.0069,0.0241,0.0076,0.0067,0.0356,0.0788
Ca,PSL-PAW-v1-high,10.0,50.0,55,215.1657,0.0,0.2,0.0087,0.0132,0.0128,0.0202,0.0097,0.0068,0.0211,0.0572,0.0044,0.083
Sc,GBRV-1.X,11.0,30.0,30,121.0,0.0,0.0,0.036,0.0346,0.0355,0.0192,0.0556,0.0764,0.0758,0.042,0.076,0.0819
Ti,GBRV-1.X,12.0,30.0,30,144.0,0.0,0.0,0.0231,0.0152,0.0196,0.0321,0.0334,0.0553,0.0475,0.0286,0.0519,0.0338
Cr,DOJO-041-str,14.0,100.0,100,1192.818,0.0,0.7,0.027,0.0344,0.0222,0.0653,0.0468,0.0191,0.018,0.0077,0.0257,0.0494
Cr,GBRV-1.X,14.0,200.0,200,3373.7988,0.0,1.7,0.0248,0.0227,0.0232,0.0117,0.0224,0.0188,0.0321,0.0171,0.0173,0.0219
Mn,DOJO-041-std,15.0,80.0,80,979.7959,0.0,0.5,0.0314,0.0204,0.02,0.0357,0.0506,0.0115,0.0425,0.0401,0.0108,0.0049
Mn,GBRV-1.X,15.0,35.0,35,283.5324,0.0,0.05,0.0354,0.0154,0.0098,0.0297,0.0114,0.0073,0.0623,0.0286,0.0033,0.011
Fe,GBRV-1.X,16.0,30.0,35,256.0,0.0,0.0,0.0053,0.0427,0.0475,0.0372,0.0161,0.0457,0.0263,0.0086,0.0336,0.0357
Sr,DOJO-041-std,10.0,200.0,200,1721.3259,0.0,1.7,0.0305,0.021,0.027,0.0556,0.0239,0.0252,0.0139,0.0072,0.0231,0.0781
Y,JTH-1.1-std,11.0,30.0,30,121.0,0.0,0.0,0.0243,0.0266,0.0251,0.0395,0.0976,0.0859,0.0862,0.0909,0.089,0.0995
W,DOJO-041-std,14.0,50.0,55,421.7249,0.0,0.2,0.0338,0.0609,0.0621,0.0195,0.011,0.0064,0.0424,0.0542,0.0045,0.0248
W,PSL-US-v1-high,28.0,55.0,60,1946.1585,0.0,0.25,0.0282,0.0448,0.0579,0.0095,0.0061,0.0163,0.0467,0.0645,0.0264,0.022
Re,PSL-US-v1-high,29.0,55.0,60,2087.6522,0.0,0.25,0.098,0.0622,0.0964,0.0512,0.0084,0.02,0.0262,0.0511,0.0224,0.0275
Os,PSL-US-v1-low,16.0,45.0,50,470.302,0.0,0.15,0.0455,0.0833,0.0948,0.0537,0.0044,0.0291,0.0809,0.0492,0.0295,0.0126
Os,PSL-US-v1-high,30.0,200.0,200,15491.9334,0.0,1.7,0.0685,0.0361,0.0775,0.0834,0.0073,0.0529,0.0608,0.0578,0.0591,0.0315
Y,GBRV-1.X,11.0,30.0,30,121.0,0.0001,0.0,0.0022,0.0139,0.0114,0.1002,0.0808,0.0861,0.0859,0.072,0.0865,0.0949
H,PSL-US-v0.x,1.0,40.0,40,1.5396,0.0001,0.1,0.0637,0.0583,0.0591,0.0467,0.0646,0.0208,0.0647,0.0586,0.0235,0.1004
H,PSL-US-v1-high,1.0,40.0,40,1.5396,0.0001,0.1,0.0637,0.0583,0.0591,0.0467,0.0646,0.0208,0.0647,0.0586,0.0235,0.1004
H,SG15,1.0,55.0,65,2.4823,0.0002,0.2501,0.0111,0.0276,0.0269,0.028,0.0405,0.0127,0.046,0.0164,0.0083,0.1007
Os,PSL-PAW-v1-low,16.0,45.0,50,470.302,0.0004,0.1501,0.0574,0.0896,0.1012,0.0661,0.029,0.0286,0.0844,0.0584,0.03,0.0156
Ca,PSL-US-v1-high,10.0,50.0,55,215.1657,0.0007,0.2002,0.1022,0.0181,0.0348,0.0265,0.0395,0.0122,0.0406,0.0143,0.0158,0.062
O,SPMS,6.0,70.0,75,128.3121,0.0008,0.4003,0.0355,0.0616,0.0673,0.0132,0.0363,0.0726,0.1024,0.0726,0.0385,0.0483
Mo,JTH-1.1-std,14.0,30.0,30,196.0,0.002,0.0,0.0529,0.0852,0.0716,0.1064,0.0079,0.036,0.0917,0.0094,0.0418,0.0361
Sc,DOJO-041-std,11.0,65.0,70,385.8989,0.002,0.35,0.0229,0.0635,0.0765,0.1064,0.0379,0.054,0.0644,0.0246,0.0523,0.0168
Pt,PSL-US-v1-high,32.0,200.0,200,17626.3775,0.0021,1.7008,0.0288,0.0132,0.032,0.0472,0.0254,0.0495,0.1068,0.0277,0.0544,0.0272
Re,GBRV-1.X,15.0,30.0,30,225.0,0.0024,0.0008,0.0627,0.0935,0.0936,0.0676,0.0184,0.0209,0.1075,0.0358,0.0313,0.0336
Be,PSL-PAW-v1-high,4.0,70.0,100,57.0276,0.0025,0.401,0.0438,0.1016,0.1078,0.05,0.0735,0.0551,0.0864,0.0625,0.0692,0.0479
F,JTH-1.1-std,7.0,70.0,70,174.6471,0.0026,0.4003,0.1017,0.0829,0.1011,0.1079,0.0549,0.0628,0.0587,0.0486,0.0659,0.0821
S,SPMS,6.0,30.0,35,36.0,0.0027,0.001,0.0577,0.0618,0.0741,0.0684,0.0295,0.0212,0.0809,0.0568,0.0036,0.1086
Li,PSL-US-v1-low,3.0,60.0,60,25.4558,0.0033,0.3011,0.0428,0.038,0.0435,0.0573,0.0837,0.0716,0.0901,0.0907,0.0902,0.1103
H,JTH-1.1-std,1.0,35.0,40,1.2601,0.0033,0.0516,0.0926,0.1087,0.106,0.091,0.0084,0.0062,0.0334,0.0387,0.0125,0.087
Ca,JTH-1.1-std,10.0,35.0,40,126.0144,0.0042,0.0515,0.0097,0.0085,0.0107,0.0218,0.0425,0.0427,0.0205,0.0842,0.04,0.1132
K,DOJO-041-std,9.0,65.0,65,258.329,0.0044,0.3516,0.0127,0.019,0.0123,0.0029,0.0412,0.0659,0.065,0.0407,0.0767,0.114
Ta,PSL-US-v1-high,27.0,60.0,60,2061.9234,0.0045,0.3,0.0251,0.0333,0.0072,0.1141,0.0496,0.0122,0.0208,0.0307,0.0046,0.0053
C,PSL-PAW-v0.x,4.0,30.0,30,16.0,0.0046,0.0016,0.0519,0.048,0.0659,0.041,0.0094,0.0325,0.0902,0.0175,0.0369,0.1146
Cl,PSL-PAW-v1-low,7.0,60.0,60,138.5929,0.0049,0.3017,0.0362,0.034,0.0365,0.0435,0.0081,0.0147,0.0267,0.023,0.0163,0.1156
Ca,DOJO-041-std,10.0,200.0,200,1721.3259,0.005,1.7025,0.022,0.0588,0.0375,0.042,0.0359,0.0492,0.0329,0.1113,0.0491,0.1109
Li,PSL-PAW-v1-low,3.0,60.0,60,25.4558,0.0054,0.3028,0.0495,0.0463,0.0555,0.0671,0.0864,0.0746,0.1148,0.1016,0.0962,0.1087
Ca,GBRV-1.X,10.0,30.0,30,100.0,0.0058,0.002,0.0326,0.0108,0.0046,0.0153,0.0348,0.049,0.0214,0.0713,0.0455,0.1182
P,GBRV-1.X,5.0,30.0,30,25.0,0.0059,0.0027,0.1075,0.0957,0.0814,0.0897,0.0446,0.0664,0.0774,0.0668,0.0663,0.117
C,GBRV-1.X,4.0,30.0,30,16.0,0.0063,0.0022,0.0568,0.011,0.0223,0.062,0.071,0.0489,0.12,0.0571,0.0115,0.0778
V,DOJO-041-std,13.0,70.0,70,602.3541,0.0067,0.4031,0.0437,0.1085,0.0852,0.1004,0.0209,0.047,0.1196,0.0187,0.0388,0.0095
Na,PSL-PAW-v0.x,9.0,50.0,55,174.2843,0.0071,0.2025,0.0027,0.0072,0.0029,0.0085,0.0467,0.0491,0.1225,0.0268,0.0334,0.0549
K,GBRV-1.X,9.0,70.0,75,288.7023,0.0079,0.4028,0.011,0.0092,0.0038,0.0323,0.0592,0.076,0.0697,0.0465,0.0893,0.1249
Cl,PSL-US-v1-low,7.0,60.0,60,138.5929,0.0083,0.3029,0.0461,0.0522,0.0555,0.0596,0.0068,0.0166,0.0692,0.0355,0.0108,0.1261
Fe,DOJO-041-std,16.0,80.0,80,1114.79,0.0086,0.5042,0.0432,0.1155,0.0771,0.0736,0.0752,0.0278,0.0269,0.1225,0.0407,0.0133
Na,PSL-PAW-v1-low,9.0,80.0,120,352.7265,0.0087,0.5031,0.0184,0.0064,0.0084,0.0176,0.0777,0.0557,0.1275,0.0815,0.0502,0.0372
Os,GBRV-1.X,16.0,30.0,35,256.0,0.0091,0.0045,0.0846,0.1169,0.1232,0.0636,0.0288,0.0379,0.0285,0.078,0.0349,0.042
B,PSL-PAW-v0.x,3.0,30.0,30,9.0,0.0101,0.0036,0.021,0.0826,0.0878,0.018,0.0211,0.0506,0.091,0.0044,0.0573,0.132
Ti,DOJO-041-std,12.0,70.0,70,513.2485,0.0107,0.4058,0.0187,0.1179,0.106,0.0553,0.0474,0.0771,0.1279,0.0094,0.0622,0.0388
Si,PSL-PAW-v1-high,4.0,30.0,30,16.0,0.0115,0.0043,0.0797,0.1023,0.1364,0.0458,0.0608,0.0232,0.0414,0.0544,0.0057,0.0677
Pt,PSL-PAW-v1-high,32.0,90.0,90,5320.8601,0.0118,0.6039,0.103,0.1126,0.1195,0.1292,0.0164,0.0243,0.0663,0.0852,0.03,0.008
K,SG15,9.0,30.0,30,81.0,0.0121,0.0042,0.0049,0.0025,0.0031,0.0155,0.0413,0.0429,0.1381,0.0481,0.0368,0.0019
V,GBRV-1.X,13.0,30.0,35,169.0,0.0125,0.002,0.1073,0.0793,0.0821,0.1375,0.0937,0.0789,0.0611,0.1105,0.0798,0.0556
Sr,DOJO-041-str,10.0,200.0,200,1721.3259,0.0125,1.7044,0.1396,0.0224,0.0122,0.0299,0.0079,0.0087,0.0466,0.0658,0.0074,0.0584
Zr,JTH-1.1-std,12.0,30.0,30,144.0,0.0131,0.0094,0.075,0.0491,0.0531,0.0619,0.1231,0.1146,0.1263,0.1048,0.1157,0.0916
F,PSL-PAW-v1-high,7.0,70.0,70,174.6471,0.0135,0.4048,0.0548,0.0438,0.026,0.0488,0.0587,0.0295,0.1428,0.0279,0.0404,0.0354
B,JTH-1.1-std,3.0,30.0,30,9.0,0.0136,0.006,0.0468,0.0413,0.0609,0.0125,0.0477,0.0686,0.1127,0.0309,0.0689,0.1411
Ta,PSL-PAW-v1-high,27.0,60.0,60,2061.9234,0.0154,0.3087,0.1121,0.1277,0.1382,0.0401,0.0279,0.0016,0.0171,0.0975,0.0123,0.0173
B,PSL-US-v0.x,3.0,30.0,35,9.0,0.0167,0.0059,0.0592,0.0978,0.0931,0.0849,0.0146,0.0278,0.0375,0.0394,0.0296,0.1529
Ni,GBRV-1.X,18.0,40.0,40,498.8306,0.0173,0.1061,0.036,0.0129,0.0177,0.0733,0.0583,0.076,0.1547,0.0063,0.0844,0.0159
La,PSL-PAW-v1-high,11.0,50.0,55,260.3505,0.0177,0.21,0.1366,0.0543,0.1131,0.0207,0.0679,0.0436,0.1402,0.0052,0.0443,0.0587
La,PSL-PAW-v1-high,21.0,200.0,200,7591.0474,0.0177,1.71,0.1366,0.0543,0.1131,0.0207,0.0679,0.0436,0.1402,0.0052,0.0443,0.0587
Sc,PSL-PAW-v1-high,11.0,60.0,70,342.2397,0.0178,0.3119,0.1339,0.1183,0.1033,0.0435,0.1126,0.0871,0.0945,0.139,0.0962,0.089
S,JTH-1.1-std,6.0,35.0,35,45.3652,0.0179,0.0562,0.0713,0.0425,0.0474,0.1073,0.0207,0.0215,0.1561,0.0359,0.011,0.0673
Si,PSL-US-v1-low,4.0,40.0,40,24.6336,0.0185,0.1088,0.0996,0.12,0.1503,0.1204,0.0657,0.054,0.0121,0.0748,0.0858,0.1086
Cl,DOJO-041-str,7.0,45.0,75,90.0187,0.019,0.1618,0.104,0.1298,0.1324,0.1084,0.0325,0.0225,0.0094,0.0813,0.0119,0.1396
Cl,DOJO-041-std,7.0,45.0,75,90.0187,0.019,0.1618,0.104,0.1298,0.1324,0.1084,0.0325,0.0225,0.0094,0.0813,0.0119,0.1396
H,GBRV-1.X,1.0,30.0,30,1.0,0.0199,0.0138,0.1322,0.1273,0.1301,0.1097,0.0927,0.0298,0.0992,0.1345,0.0447,0.0963
Zr,GBRV-1.X,12.0,30.0,30,144.0,0.02,0.0151,0.0893,0.0482,0.051,0.0889,0.1286,0.1216,0.1408,0.12,0.1252,0.0947
Be,PSL-PAW-v1-low,2.0,30.0,30,4.0,0.02,0.0105,0.0789,0.1406,0.1482,0.076,0.1034,0.0782,0.1024,0.0941,0.097,0.0643
Be,PSL-PAW-v1-low,4.0,60.0,90,45.2548,0.02,0.3105,0.0789,0.1406,0.1482,0.076,0.1034,0.0782,0.1024,0.0941,0.097,0.0643
Be,PSL-US-v1-high,4.0,80.0,100,69.6744,0.0201,0.5103,0.0755,0.142,0.1477,0.0712,0.0991,0.074,0.1033,0.0875,0.0917,0.0609
P,PSL-PAW-v1-high,5.0,30.0,30,25.0,0.0202,0.0071,0.0322,0.0095,0.0188,0.0086,0.0178,0.0302,0.1639,0.0057,0.01,0.0531
Tc,GBRV-1.X,15.0,30.0,30,225.0,0.0204,0.0191,0.1099,0.1251,0.1296,0.1034,0.1261,0.1104,0.1193,0.1313,0.12,0.0896
Mg,PSL-PAW-v1-high,10.0,80.0,100,435.4648,0.0212,0.5094,0.0436,0.0598,0.0511,0.0206,0.1216,0.0747,0.1634,0.099,0.086,0.0044
F,PSL-US-v1-high,7.0,70.0,70,174.6471,0.0212,0.4087,0.1124,0.0466,0.0967,0.0976,0.0632,0.0427,0.1659,0.0828,0.0526,0.0222
Ir,PSL-PAW-v1-high,31.0,75.0,80,3798.686,0.0213,0.4575,0.038,0.0577,0.0627,0.0408,0.0315,0.0728,0.1675,0.0278,0.0657,0.0418
Si,PSL-PAW-v1-low,4.0,30.0,30,16.0,0.0216,0.0109,0.1018,0.1343,0.1589,0.091,0.0918,0.0967,0.1032,0.0952,0.0708,0.0913
Sr,GBRV-1.X,10.0,30.0,30,100.0,0.0222,0.0078,0.1702,0.0779,0.061,0.0086,0.016,0.0175,0.0052,0.0472,0.0224,0.0745
Nb,JTH-1.1-std,13.0,30.0,30,169.0,0.0238,0.0176,0.0814,0.0676,0.0628,0.0259,0.1488,0.1321,0.1299,0.1137,0.1343,0.0988
Hf,PSL-PAW-v1-high,36.0,150.0,150,14489.7205,0.0244,1.2052,0.0892,0.0608,0.0464,0.1722,0.121,0.1146,0.1034,0.0899,0.1078,0.0708
Sn,GBRV-1.X,14.0,75.0,120,774.758,0.0247,0.45,0.0836,0.0933,0.0744,0.1782,0.055,0.0638,0.0753,0.0456,0.0327,0.0329
K,SPMS,9.0,30.0,30,81.0,0.0249,0.0087,0.0349,0.0365,0.0364,0.0408,0.0114,0.0234,0.1786,0.0215,0.031,0.013
Be,PSL-US-v1-low,2.0,30.0,30,4.0,0.0255,0.0146,0.0903,0.1548,0.158,0.0855,0.1088,0.0816,0.1078,0.0989,0.1017,0.0662
Be,PSL-US-v1-low,4.0,60.0,90,45.2548,0.0255,0.3146,0.0903,0.1548,0.158,0.0855,0.1088,0.0816,0.1078,0.0989,0.1017,0.0662
Pt,PSL-PAW-v1-low,10.0,30.0,30,100.0,0.0257,0.013,0.1224,0.1424,0.1422,0.1492,0.0525,0.0159,0.0618,0.1099,0.0209,0.0383
Pt,PSL-PAW-v1-low,18.0,50.0,70,697.137,0.0257,0.213,0.1224,0.1424,0.1422,0.1492,0.0525,0.0159,0.0618,0.1099,0.0209,0.0383
Re,DOJO-041-std,15.0,50.0,50,484.1229,0.0266,0.2167,0.1439,0.1517,0.1495,0.0897,0.0778,0.0412,0.0353,0.1052,0.0477,0.0572
Cl,GBRV-1.X,7.0,30.0,30,49.0,0.0269,0.0184,0.1069,0.1348,0.1371,0.1134,0.0394,0.0499,0.1256,0.0876,0.0564,0.1614
Y,PSL-PAW-v1-high,11.0,35.0,35,152.4774,0.0275,0.0532,0.0492,0.0211,0.0216,0.1838,0.095,0.0921,0.1211,0.0734,0.1079,0.0495
Si,GBRV-1.X,4.0,30.0,30,16.0,0.028,0.0197,0.1108,0.1274,0.154,0.1192,0.0721,0.0975,0.0876,0.0843,0.1479,0.1375
H,DOJO-041-std,1.0,50.0,60,2.1517,0.0283,0.2138,0.1479,0.1355,0.1349,0.1566,0.0844,0.0289,0.0748,0.0955,0.0354,0.1063
As,DOJO-041-str,23.0,100.0,100,3219.3915,0.0284,0.7151,0.0645,0.1131,0.169,0.1141,0.0224,0.0422,0.1539,0.0506,0.0395,0.0058
Sr,PSL-PAW-v1-high,10.0,35.0,55,126.0144,0.0286,0.0617,0.0063,0.0154,0.0178,0.0388,0.0874,0.1051,0.1898,0.1013,0.1096,0.0364
Lu,PSL-PAW-v1-high,35.0,150.0,150,13695.9164,0.0286,1.2142,0.1007,0.1114,0.1048,0.0935,0.0678,0.1221,0.1868,0.0875,0.0756,0.1021
Pt,PSL-US-v1-low,10.0,30.0,30,100.0,0.0288,0.0148,0.127,0.1465,0.1482,0.1542,0.061,0.0199,0.0826,0.1113,0.027,0.0373
Pt,PSL-US-v1-low,18.0,50.0,70,697.137,0.0288,0.2148,0.127,0.1465,0.1482,0.1542,0.061,0.0199,0.0826,0.1113,0.027,0.0373
W,SPMS,14.0,30.0,30,196.0,0.0293,0.0155,0.0382,0.0716,0.0613,0.1044,0.0438,0.1362,0.1825,0.0356,0.1207,0.0857
W,PSL-PAW-v1-high,28.0,55.0,60,1946.1585,0.0293,0.267,0.1012,0.1686,0.1561,0.0948,0.0777,0.0375,0.0674,0.1265,0.0515,0.0484
Sr,SG15,10.0,30.0,30,100.0,0.0301,0.0104,0.0718,0.0817,0.0849,0.1194,0.0469,0.0811,0.1933,0.0744,0.0896,0.0234
Si,PSL-US-v1-high,4.0,30.0,30,16.0,0.0303,0.0107,0.0388,0.0498,0.0772,0.0267,0.0339,0.0334,0.196,0.0271,0.0144,0.0773
H,SPMS,1.0,55.0,60,2.4823,0.0332,0.2673,0.1569,0.1439,0.144,0.1624,0.0891,0.0309,0.078,0.1033,0.0386,0.1073
F,SG15,7.0,90.0,90,254.6115,0.0336,0.6168,0.0216,0.1178,0.1341,0.021,0.0517,0.027,0.199,0.0727,0.0562,0.0801
Ir,PSL-US-v1-high,31.0,70.0,80,3425.2207,0.034,0.4123,0.0369,0.0564,0.0222,0.0259,0.1032,0.0956,0.2074,0.0311,0.0933,0.0725
Co,GBRV-1.X,17.0,35.0,35,364.1816,0.0347,0.0753,0.1195,0.1543,0.1714,0.0858,0.0732,0.0687,0.1305,0.0838,0.1517,0.0668
C,PSL-US-v1-high,4.0,35.0,35,20.1623,0.0349,0.0741,0.1513,0.1678,0.1577,0.0648,0.0737,0.0579,0.1404,0.0511,0.0595,0.0743
C,PSL-PAW-v1-high,4.0,35.0,35,20.1623,0.0351,0.0657,0.2066,0.13,0.1046,0.1047,0.0385,0.0389,0.0898,0.0301,0.0307,0.0923
W,JTH-1.1-std,14.0,30.0,30,196.0,0.0353,0.0089,0.1189,0.0399,0.0488,0.1911,0.0543,0.0785,0.1614,0.037,0.0916,0.0367
Os,PSL-PAW-v1-high,30.0,75.0,80,3557.5624,0.0359,0.4714,0.148,0.1587,0.1656,0.1494,0.0838,0.0727,0.0764,0.1202,0.0825,0.0576
Ni,DOJO-041-std,18.0,80.0,90,1410.9061,0.0361,0.5167,0.1304,0.0968,0.1167,0.1346,0.062,0.0244,0.203,0.0368,0.0439,0.0667
Na,PSL-US-v1-low,9.0,80.0,120,352.7265,0.0361,0.5079,0.0473,0.0334,0.079,0.2047,0.1216,0.0756,0.1384,0.1114,0.0733,0.0226
Tc,PSL-PAW-v0.x,15.0,35.0,40,283.5324,0.0368,0.0655,0.1007,0.0681,0.0413,0.0985,0.1004,0.1116,0.2152,0.0666,0.1114,0.0861
Zr,PSL-PAW-v1-high,12.0,40.0,40,221.7025,0.0371,0.1218,0.0619,0.0604,0.0607,0.1648,0.1472,0.1543,0.1491,0.0827,0.1444,0.1012
Pb,JTH-1.1-std,14.0,55.0,120,486.5396,0.0374,0.2688,0.0443,0.0715,0.0674,0.0265,0.0141,0.1515,0.2058,0.057,0.112,0.0105
Fe,DOJO-041-str,16.0,200.0,200,4406.5944,0.0381,1.721,0.0934,0.197,0.1653,0.1113,0.0699,0.0536,0.0059,0.1268,0.0728,0.0385
Si,PSL-US-v0.x,4.0,30.0,30,16.0,0.039,0.0195,0.0993,0.1521,0.1966,0.1536,0.1028,0.0398,0.0179,0.1098,0.0765,0.1146
Al,PSL-PAW-v1-low,3.0,30.0,30,9.0,0.039,0.0207,0.0403,0.0822,0.0892,0.0252,0.1247,0.0843,0.2088,0.0999,0.0376,0.1528
Ga,PSL-PAW-v1-high,13.0,60.0,60,478.0042,0.0396,0.3202,0.0206,0.08,0.081,0.0392,0.0475,0.1227,0.215,0.0147,0.1444,0.0405
P,SG15,5.0,50.0,50,53.7914,0.0403,0.212,0.1074,0.0311,0.0258,0.1794,0.036,0.0514,0.1995,0.028,0.0121,0.1011
O,SG15,6.0,75.0,80,142.3025,0.0404,0.4642,0.0755,0.0316,0.0246,0.0706,0.0767,0.0257,0.2278,0.0257,0.0578,0.047
Ta,SPMS,13.0,30.0,30,169.0,0.0412,0.0263,0.0247,0.0621,0.0978,0.033,0.1462,0.1347,0.2071,0.0774,0.1463,0.1024
Ar,PSL-PAW-v1-low,8.0,100.0,100,389.4916,0.0412,0.7233,0.024,0.0498,0.02,0.0654,0.0327,0.1293,0.2077,0.1669,0.1062,0.0387
Mo,SPMS,14.0,35.0,35,246.9882,0.0413,0.067,0.0803,0.0827,0.0743,0.1263,0.0866,0.1218,0.2259,0.0694,0.1055,0.0897
Mn,SPMS,15.0,70.0,70,801.9507,0.0413,0.4163,0.1001,0.1231,0.1466,0.1963,0.0152,0.1053,0.1713,0.0297,0.096,0.0476
Re,PSL-PAW-v1-high,29.0,55.0,60,2087.6522,0.0417,0.2764,0.1712,0.1745,0.1803,0.1142,0.0853,0.0391,0.0367,0.1114,0.0456,0.0526
Ge,GBRV-1.X,14.0,35.0,35,246.9882,0.0418,0.0759,0.1191,0.1432,0.2097,0.1336,0.0818,0.0295,0.0458,0.1401,0.0376,0.1212
Ba,DOJO-050-std,10.0,200.0,200,1721.3259,0.0421,1.722,0.1035,0.0937,0.0852,0.1633,0.1383,0.0799,0.0854,0.1815,0.0905,0.175
C,PSL-US-v0.x,4.0,30.0,30,16.0,0.0421,0.0026,0.1169,0.0923,0.0847,0.2321,0.0104,0.0422,0.1035,0.0141,0.0394,0.1029
Mn,DOJO-041-str,15.0,200.0,200,3872.9833,0.0425,1.7199,0.2171,0.0718,0.1333,0.1488,0.0562,0.0271,0.0369,0.129,0.0389,0.0416
Hf,PSL-US-v1-high,26.0,200.0,200,11636.1633,0.0427,1.7032,0.0168,0.0144,0.0401,0.2319,0.0356,0.0662,0.1292,0.0486,0.079,0.0543
Ru,GBRV-1.X,16.0,30.0,30,256.0,0.0433,0.0393,0.1515,0.1541,0.1558,0.1489,0.1294,0.1254,0.1518,0.1465,0.1365,0.1027
Au,SPMS,19.0,30.0,30,361.0,0.0437,0.0319,0.0641,0.1504,0.1507,0.0873,0.0341,0.1163,0.2086,0.1255,0.1359,0.0384
Zr,SG15,12.0,45.0,45,264.5449,0.0441,0.1794,0.0196,0.0165,0.0177,0.1387,0.1251,0.181,0.1842,0.0464,0.1588,0.1157
Ca,SG15,10.0,35.0,35,126.0144,0.0448,0.0806,0.2117,0.1536,0.1347,0.1256,0.0766,0.1073,0.15,0.0636,0.1182,0.0227
B,GBRV-1.X,3.0,30.0,30,9.0,0.0452,0.0291,0.1387,0.177,0.1714,0.1629,0.0283,0.029,0.0677,0.114,0.0416,0.1611
Li,PSL-PAW-v0.x,3.0,70.0,75,32.078,0.046,0.43,0.0225,0.0269,0.0178,0.0022,0.1595,0.1,0.2088,0.1683,0.1337,0.0467
Ac,PSL-US-v1-high,11.0,35.0,45,152.4774,0.0462,0.0847,0.0149,0.0372,0.0254,0.066,0.142,0.1569,0.1975,0.052,0.1511,0.165
Pa,MARBURG,13.0,40.0,40,260.1925,0.0466,0.1315,0.0971,0.0552,0.0763,0.1115,0.2051,0.1563,0.0566,0.1027,0.1718,0.1472
Ne,PSL-PAW-v1-high,8.0,100.0,150,389.4916,0.0473,0.7223,0.1205,0.1292,0.1084,0.2009,0.1532,0.025,0.0755,0.1898,0.0048,0.062
Re,SG15,15.0,35.0,40,283.5324,0.048,0.0831,0.1777,0.1809,0.1822,0.1435,0.1192,0.0427,0.0488,0.1377,0.0545,0.0672
