element,name,z_valence,ecut_eff,ecut_prec,eos_score,score,SC,BCC,FCC,DC,XO,XO2,XO3,X2O,X2O3,X2O5,ZA
La,PSL-US-v1-high,21,,,0.03680435565627332,,0.29,0.18,0.29,0.07,0.03,0.03,0.17,0.07,0.03,0.04,57
Ce,JTH-1.1-std,12,30,30,2.269443794243033,2.269443794243033,4.66,3.2,3.14,3.14,1.32,1.65,3.74,2.15,1.59,1.4,58
Ce,PSL-PAW-v1-low,11,40,45,18.86991554228446,18.96991554228446,43.97,29.48,36.66,23.1,8.42,15.11,21.37,15.79,9.69,11.1,58
Ce,PSL-US-v1-low,11,40,45,18.937148836967154,19.037148836967155,44.17,29.55,36.8,23.25,8.46,15.13,21.44,15.88,9.7,11.12,58
Ce,PSL-PAW-v1-high,22,,,0.03138878658488334,,0.28,0.18,0.23,0.02,0.13,0.05,0.14,0.01,0.08,0.04,58
Ce,PSL-US-v1-high,22,,,0.1594963835724933,,0.71,0.96,0.74,0.2,0.01,0.02,0.14,0.14,0.02,0.0,58
Pr,JTH-1.1-std,13,30,30,1.9915506635059645,1.9915506635059645,4.11,3.9,2.45,2.98,0.94,1.38,3.03,1.57,1.27,1.32,59
Pr,PSL-PAW-v1-low,11,75,75,,,,,,,,,,,,,59
Pr,PSL-PAW-v1-high,23,,,0.06865706256107779,,0.34,0.57,0.39,0.11,0.08,0.03,0.18,0.07,0.05,0.04,59
Pr,PSL-US-v1-low,11,75,75,,,,,,,,,,,,,59
Pr,PSL-US-v1-high,23,,,1.2887363028799799,,2.69,7.88,4.22,1.29,0.86,0.48,0.3,1.63,0.57,0.46,59
Nd,PSL-US-v1-high,24,150,150,0.05530994443415777,1.2553099444341578,0.12,0.36,0.69,0.16,0.08,0.02,0.25,0.04,0.04,0.04,60
Nd,JTH-1.1-std,14,30,30,2.351472451632701,2.351472451632701,5.03,5.54,3.03,3.99,0.93,1.52,3.23,1.66,1.31,1.36,60
Nd,PSL-PAW-v1-low,11,45,45,,,,,,,,,,,,,60
Nd,PSL-PAW-v1-high,24,,,,,,,,,,,,,,,60
Nd,PSL-US-v1-low,11,45,45,,,,,,,,,,,,,60
Pm,PSL-US-v1-high,25,150,150,0.10566529793885333,1.3056652979388532,0.28,0.85,1.13,0.08,0.09,0.01,0.05,0.12,0.02,0.02,61
Pm,JTH-1.1-std,15,30,30,2.7558582539722383,2.7558582539722383,6.11,7.12,3.48,5.29,0.96,1.75,3.51,1.71,1.43,1.46,61
Pm,PSL-PAW-v1-low,11,40,40,,,,,,,,,,,,,61
Pm,PSL-PAW-v1-high,25,,,0.02785802199562111,,0.04,0.06,0.13,0.14,0.22,0.13,0.1,0.16,0.16,0.13,61
Pm,PSL-US-v1-low,11,40,40,,,,,,,,,,,,,61
Sm,JTH-1.1-std,16,30,30,2.8693052646666857,2.8693052646666857,6.91,7.02,2.92,6.04,0.88,1.86,3.66,1.51,1.47,1.46,62
Sm,PSL-PAW-v1-low,11,40,45,21.13067488888149,21.23067488888149,69.71,39.76,44.08,40.5,3.99,11.15,21.38,16.08,5.47,8.66,62
Sm,PSL-PAW-v1-high,26,,,,,,,,,,,,,,,62
Sm,PSL-US-v1-low,11,,,21.198657667485413,,69.87,39.92,44.23,40.63,4.03,11.17,21.39,16.16,5.48,8.68,62
Sm,PSL-US-v1-high,26,,,0.0897303833092156,,0.46,0.43,2.44,0.07,0.05,0.1,0.02,0.21,0.09,0.05,62
Eu,PSL-PAW-v1-high,27,150,150,0.07332106802803001,1.27332106802803,0.07,0.45,0.35,0.15,0.23,0.14,0.14,0.18,0.13,0.14,63
Eu,PSL-US-v1-low,11,30,40,17.413524621172144,17.413524621172144,73.92,24.94,29.27,40.95,2.37,9.99,25.1,13.56,4.07,7.37,63
Eu,PSL-PAW-v1-low,10,45,45,,,,,,,,,,,,,63
Eu,PSL-PAW-v1-low,11,,,17.35892418156921,,73.99,24.87,29.17,40.83,2.32,9.97,25.08,13.48,4.05,7.35,63
Eu,JTH-1.1-std,17,,,3.3178162514223444,,13.09,1.6,2.27,9.89,1.59,2.93,5.45,2.38,2.43,2.22,63
Eu,PSL-US-v1-low,10,45,45,,,,,,,,,,,,,63
Eu,PSL-US-v1-high,27,150,150,,,,,,,,,,,,,63
Gd,PSL-PAW-v1-high,28,150,150,0.07367780154054665,1.2736778015405466,0.8,0.3,0.35,0.07,0.21,0.13,0.13,0.11,0.12,0.12,64
Gd,PSL-PAW-v1-low,11,30,40,14.702539999896699,14.702539999896699,48.58,12.91,14.93,43.76,0.94,9.01,31.29,11.0,3.07,6.32,64
Gd,PSL-US-v1-low,11,30,40,14.750196182176605,14.750196182176605,48.71,12.97,14.98,43.96,0.97,9.02,31.27,11.06,3.08,6.33,64
Gd,JTH-1.1-std,18,,,3.0208558815382895,,9.82,3.6,3.1,8.2,1.01,2.5,4.62,1.35,1.92,1.79,64
Gd,PSL-US-v1-high,28,120,150,,,,,,,,,,,,,64
Tb,PSL-PAW-v1-low,11,30,40,,,,,,,,,,,,,65
Tb,JTH-1.1-std,19,,,3.140554561045123,,2.68,4.02,4.42,10.58,1.6,3.4,5.98,1.89,2.75,2.42,65
Tb,PSL-PAW-v1-high,29,,,,,,,,,,,,,,,65
Tb,PSL-US-v1-low,11,,,,,,,,,,,,,,,65
Tb,PSL-US-v1-high,29,,,,,,,,,,,,,,,65
Dy,JTH-1.1-std,20,30,100,3.7280094454149895,3.7280094454149895,4.42,4.05,5.01,11.45,2.1,3.99,6.52,2.19,3.35,2.81,66
Dy,PSL-US-v1-high,30,150,150,7.8255086509923935,9.025508650992393,118.53,5.97,44.97,7.14,1.42,2.47,0.58,3.45,3.36,1.97,66
Dy,PSL-PAW-v1-low,11,30,30,,,,,,,,,,,,,66
Dy,PSL-PAW-v1-high,30,,,0.03818276717894556,,0.17,0.32,0.38,0.1,0.16,0.09,0.07,0.08,0.09,0.08,66
Dy,PSL-US-v1-low,11,30,30,,,,,,,,,,,,,66
Ho,PSL-PAW-v1-high,31,150,150,0.048907942754763324,1.2489079427547634,0.19,0.35,0.28,0.22,0.14,0.09,0.11,0.02,0.09,0.08,67
Ho,JTH-1.1-std,21,35,75,4.367034384030112,4.417034384030112,2.89,2.77,3.8,17.97,3.71,5.62,8.54,3.81,5.04,4.03,67
Ho,PSL-PAW-v1-low,11,30,30,,,,,,,,,,,,,67
Ho,PSL-US-v1-low,11,30,30,,,,,,,,,,,,,67
Ho,PSL-US-v1-high,31,,,,,,,,,,,,,,,67
Er,JTH-1.1-std,22,30,30,4.757816054021034,4.757816054021034,3.23,2.87,3.89,12.63,4.33,6.22,9.17,3.92,5.67,4.42,68
Er,PSL-US-v1-low,11,30,30,6.537082531386821,6.537082531386821,7.95,9.76,14.32,35.43,5.32,3.51,14.28,1.5,1.67,1.43,68
Er,PSL-PAW-v1-low,11,,,6.550553032925055,,7.98,9.79,14.35,35.47,5.34,3.5,14.28,1.51,1.68,1.42,68
Er,PSL-PAW-v1-high,32,,,,,,,,,,,,,,,68
Er,PSL-US-v1-high,32,150,150,,,,,,,,,,,,,68
Tm,JTH-1.1-std,23,35,50,4.524814410134989,4.574814410134989,3.74,3.0,3.71,7.62,4.35,6.08,8.73,3.31,5.58,4.24,69
Tm,PSL-PAW-v1-low,11,45,45,7.496886991201939,7.6468869912019395,11.58,12.23,17.13,36.36,6.95,1.44,10.7,4.34,3.31,0.68,69
Tm,PSL-PAW-v1-high,33,,,0.03506300512940445,,0.07,0.24,0.1,0.53,0.06,0.03,0.06,0.27,0.03,0.05,69
Tm,PSL-US-v1-low,11,,,7.4760913901909065,,11.54,12.19,17.1,36.32,6.92,1.45,10.71,4.3,3.3,0.67,69
Tm,PSL-US-v1-high,33,150,150,,,,,,,,,,,,,69
Yb,JTH-1.1-std,24,35,100,4.271654328405522,4.321654328405522,4.12,2.76,3.46,5.4,4.64,6.21,8.9,2.73,5.74,4.27,70
Yb,PSL-US-v1-high,34,150,150,6.292752174129436,7.4927521741294365,31.43,12.94,6.18,10.7,5.92,2.78,3.5,8.62,2.9,4.0,70
Yb,PSL-US-v1-low,11,45,45,9.158607743465767,9.308607743465767,15.61,14.2,19.59,37.33,8.77,1.13,6.74,9.13,5.36,2.79,70
Yb,PSL-PAW-v1-low,11,45,45,9.200977688000123,9.350977688000123,15.69,14.26,19.67,37.41,8.82,1.14,6.74,9.2,5.37,2.81,70
Yb,PSL-US-v1-low,10,50,55,9.158607743465767,9.358607743465766,15.61,14.2,19.59,37.33,8.77,1.13,6.74,9.13,5.36,2.79,70
Yb,PSL-PAW-v1-low,10,50,55,9.200977688000123,9.400977688000122,15.69,14.26,19.67,37.41,8.82,1.14,6.74,9.2,5.37,2.81,70
Yb,PSL-PAW-v1-high,34,,,0.021831000016487783,,0.06,0.28,0.05,0.51,0.07,0.03,0.03,0.12,0.03,0.06,70
Lu,DOJO-041-std,25,90,90,0.2585940159272023,0.8585940159272023,0.91,0.24,0.31,0.72,0.06,0.28,1.15,0.35,0.14,0.17,71
Lu,PSL-PAW-v1-high,35,150,150,0.004567227482134441,1.2045672274821344,0.1,0.11,0.1,0.09,0.07,0.12,0.19,0.09,0.08,0.1,71
Lu,PSL-US-v1-high,35,150,150,0.2963669310145278,1.4963669310145278,0.55,0.85,0.24,1.01,0.14,0.19,0.4,0.92,0.14,0.13,71
Lu,PSL-PAW-v1-low,11,35,35,1.914278280224337,1.964278280224337,0.33,0.56,0.92,0.06,5.11,2.58,1.88,3.69,4.57,3.5,71
Lu,PSL-US-v1-low,11,35,35,1.9405220900128235,1.9905220900128235,0.44,0.66,1.03,0.2,5.02,2.55,1.9,3.58,4.54,3.47,71
Lu,JTH-1.1-std,25,,,,,,,,,,,,,,,71
Hf,SPMS,12,30,30,0.17554257384470995,0.17554257384470995,0.1,0.07,0.06,0.19,0.48,0.57,0.51,0.11,0.56,0.33,72
Hf,JTH-1.1-std,12,30,30,0.7246208634235444,0.7246208634235444,0.15,0.05,0.14,0.36,1.49,1.67,1.67,0.74,1.63,1.15,72
Hf,PSL-US-v1-low,12,45,50,1.9248458776223067,2.0748458776223067,0.8,0.63,0.8,1.35,3.53,3.46,3.28,2.03,3.33,2.54,72
Hf,PSL-PAW-v1-low,12,45,50,1.980681814859777,2.130681814859777,0.88,0.71,0.88,1.47,3.59,3.48,3.29,2.11,3.35,2.55,72
Hf,DOJO-041-std,12,,,0.24113761771668113,,0.23,0.15,0.08,0.38,0.46,0.67,0.58,0.01,0.65,0.42,72
Hf,DOJO-041-str,26,,,0.016822588496796666,,0.08,0.15,0.2,0.34,0.06,0.03,0.09,0.04,0.03,0.03,72
Hf,SG15,26,,,0.13601796047422443,,0.5,0.37,0.29,0.5,0.13,0.04,0.07,0.44,0.05,0.06,72
Hf,PSL-PAW-v1-high,26,,,,,,,,,,,,,,,72
Hf,PSL-PAW-v1-high,36,,,0.005200024488265552,,0.09,0.06,0.05,0.17,0.12,0.11,0.1,0.09,0.11,0.07,72
Hf,GBRV-1.X,12,,,0.44640848690554663,,0.4,0.4,0.27,0.44,0.87,0.96,0.65,0.25,0.87,0.76,72
Hf,GBRV-1.X,12,,,0.44640848690554663,,0.4,0.4,0.27,0.44,0.87,0.96,0.65,0.25,0.87,0.76,72
Hf,PSL-US-v1-high,26,,,0.0032409815178011114,,0.02,0.01,0.04,0.23,0.04,0.07,0.13,0.05,0.08,0.05,72
Hf,PSL-US-v1-high,36,,,,,,,,,,,,,,,72
Ta,SPMS,13,30,30,0.014405194688106662,0.014405194688106662,0.02,0.06,0.1,0.03,0.15,0.13,0.21,0.08,0.15,0.1,73
Ta,DOJO-041-std,13,45,45,0.036339902071388895,0.1863399020713889,0.03,0.04,0.07,0.06,0.16,0.2,0.29,0.07,0.21,0.16,73
Ta,SG15,27,45,45,0.06809097984164778,0.21809097984164777,0.23,0.2,0.14,0.45,0.08,0.17,0.27,0.12,0.2,0.1,73
Ta,PSL-US-v1-high,27,60,60,0.0,0.3,0.03,0.03,0.01,0.11,0.05,0.01,0.02,0.03,0.0,0.01,73
Ta,PSL-PAW-v1-high,27,60,65,0.004430911677742221,0.3044309116777422,0.11,0.13,0.14,0.04,0.03,0.0,0.02,0.1,0.01,0.02,73
Ta,PSL-US-v0.x,13,30,35,0.7181491415226566,0.7181491415226566,0.48,0.46,0.51,0.56,1.28,1.19,1.28,0.77,1.18,0.94,73
Ta,PSL-PAW-v1-low,13,40,45,0.7662904233268045,0.8662904233268045,0.53,0.52,0.56,0.6,1.34,1.23,1.33,0.82,1.23,0.98,73
Ta,DOJO-041-str,27,120,120,0.08284012706787779,0.9828401270678778,0.25,0.28,0.28,0.25,0.2,0.11,0.08,0.23,0.12,0.09,73
Ta,JTH-1.1-std,13,,,0.0820314513703389,,0.02,0.04,0.07,0.09,0.28,0.28,0.32,0.18,0.27,0.22,73
Ta,PSL-PAW-v0.x,13,,,0.7151423505777389,,0.48,0.46,0.5,0.56,1.28,1.18,1.27,0.76,1.18,0.94,73
Ta,PSL-US-v1-low,13,,,0.7589044786077933,,0.53,0.51,0.55,0.59,1.33,1.22,1.32,0.81,1.23,0.97,73
Ta,GBRV-1.X,13,,,0.029633814266392222,,0.05,0.09,0.13,0.09,0.22,0.15,0.08,0.16,0.13,0.19,73
W,SPMS,14,30,30,0.0068029267882422206,0.0068029267882422206,0.04,0.07,0.06,0.1,0.04,0.14,0.18,0.04,0.12,0.09,74
W,GBRV-1.X,14,40,45,0.08076050838704334,0.18076050838704333,0.15,0.05,0.06,0.24,0.21,0.28,0.46,0.11,0.3,0.14,74
W,SG15,28,40,45,0.11087202968981222,0.21087202968981222,0.08,0.01,0.08,0.16,0.26,0.39,0.63,0.06,0.46,0.23,74
W,PSL-US-v1-high,28,55,60,0.0,0.25,0.03,0.04,0.06,0.01,0.01,0.02,0.05,0.06,0.03,0.02,74
W,PSL-PAW-v1-high,28,55,60,0.009325076720532217,0.25932507672053223,0.1,0.17,0.16,0.09,0.08,0.04,0.07,0.13,0.05,0.05,74
W,PSL-PAW-v1-low,14,35,35,0.6114655970697823,0.6614655970697824,0.52,0.55,0.51,0.58,0.97,0.9,1.08,0.7,0.93,0.75,74
W,DOJO-041-std,14,,,0.0,,0.03,0.06,0.06,0.02,0.01,0.01,0.04,0.05,0.0,0.02,74
W,JTH-1.1-std,14,,,0.00892096388490444,,0.12,0.04,0.05,0.19,0.05,0.08,0.16,0.04,0.09,0.04,74
W,PSL-US-v1-low,14,35,35,,,,,,,,,,,,,74
Re,GBRV-1.X,15,30,30,0.0,0.0,0.06,0.09,0.09,0.07,0.02,0.02,0.11,0.04,0.03,0.03,75
Re,JTH-1.1-std,15,30,30,0.01783356789359555,0.01783356789359555,0.05,0.06,0.06,0.04,0.03,0.16,0.41,0.02,0.19,0.11,75
Re,SPMS,15,30,30,0.03273753977940222,0.03273753977940222,0.22,0.17,0.14,0.25,0.04,0.07,0.17,0.1,0.05,0.04,75
Re,SG15,15,35,40,0.028775634617787774,0.07877563461778778,0.18,0.18,0.18,0.14,0.12,0.04,0.05,0.14,0.05,0.07,75
Re,DOJO-041-std,15,50,50,0.010950338126415556,0.21095033812641556,0.14,0.15,0.15,0.09,0.08,0.04,0.04,0.11,0.05,0.06,75
Re,PSL-PAW-v1-high,29,55,60,0.019025140507223332,0.2690251405072233,0.17,0.17,0.18,0.11,0.09,0.04,0.04,0.11,0.05,0.05,75
Re,PSL-US-v1-low,15,45,50,0.3235798219129544,0.47357982191295445,0.41,0.44,0.38,0.35,0.5,0.46,0.54,0.39,0.49,0.39,75
Re,PSL-PAW-v1-low,15,45,50,0.32911546209672776,0.47911546209672773,0.42,0.44,0.39,0.36,0.5,0.47,0.55,0.4,0.49,0.39,75
Re,PSL-US-v1-high,29,,,0.0,,0.1,0.06,0.1,0.05,0.01,0.02,0.03,0.05,0.02,0.03,75
Os,GBRV-1.X,16,30,35,0.001878433135628888,0.001878433135628888,0.08,0.12,0.12,0.06,0.03,0.04,0.03,0.08,0.03,0.04,76
Os,SPMS,16,30,30,0.049874317585189995,0.049874317585189995,0.02,0.07,0.03,0.02,0.11,0.26,0.54,0.03,0.25,0.22,76
Os,PSL-PAW-v1-low,16,45,50,0.0,0.15,0.06,0.09,0.1,0.07,0.03,0.03,0.08,0.06,0.03,0.02,76
Os,PSL-US-v1-low,16,45,50,0.0,0.15,0.05,0.08,0.09,0.05,0.0,0.03,0.08,0.05,0.03,0.01,76
Os,SG15,16,45,50,0.029261343124636668,0.17926134312463665,0.16,0.17,0.18,0.18,0.11,0.07,0.07,0.14,0.08,0.06,76
Os,JTH-1.1-std,8,30,30,0.22718993718640113,0.22718993718640113,0.12,0.06,0.07,0.56,0.36,0.57,1.57,0.08,0.69,0.36,76
Os,DOJO-041-std,16,55,60,0.03136057297085111,0.2813605729708511,0.17,0.19,0.19,0.17,0.08,0.09,0.08,0.15,0.1,0.07,76
Os,PSL-US-v1-high,30,75,80,0.0,0.45,0.07,0.04,0.08,0.08,0.01,0.05,0.06,0.06,0.06,0.03,76
Os,PSL-PAW-v1-high,30,75,80,0.019584544264813333,0.46958454426481333,0.15,0.16,0.17,0.15,0.08,0.07,0.08,0.12,0.08,0.06,76
Ir,GBRV-1.X,15,30,35,0.0036936629781655537,0.0036936629781655537,0.02,0.05,0.0,0.11,0.13,0.06,0.46,0.06,0.09,0.06,77
Ir,PSL-PAW-v1-low,9,30,30,0.048565511613187784,0.048565511613187784,0.02,0.05,0.05,0.39,0.17,0.09,0.45,0.12,0.11,0.16,77
Ir,SPMS,17,30,30,0.05894209769456222,0.05894209769456222,0.2,0.23,0.2,0.21,0.16,0.03,0.21,0.14,0.07,0.06,77
Ir,JTH-1.1-std,15,30,30,0.0702576308710811,0.0702576308710811,0.18,0.14,0.16,0.24,0.07,0.17,0.72,0.12,0.31,0.11,77
Ir,PSL-US-v1-low,9,30,30,0.11296506424212888,0.11296506424212888,0.34,0.39,0.44,0.05,0.11,0.12,0.65,0.12,0.15,0.15,77
Ir,PSL-PAW-v1-low,17,40,65,0.048565511613187784,0.1485655116131878,0.02,0.05,0.05,0.39,0.17,0.09,0.45,0.12,0.11,0.16,77
Ir,PSL-US-v1-low,17,40,65,0.11296506424212888,0.21296506424212888,0.34,0.39,0.44,0.05,0.11,0.12,0.65,0.12,0.15,0.15,77
Ir,DOJO-041-std,17,50,55,0.05158424531061556,0.2515842453106156,0.21,0.22,0.22,0.22,0.11,0.09,0.07,0.19,0.11,0.09,77
Ir,PSL-PAW-v1-high,31,70,80,0.0,0.4,0.04,0.06,0.06,0.04,0.03,0.07,0.17,0.03,0.07,0.04,77
Ir,PSL-US-v1-high,31,70,80,0.00035740540672222115,0.40035740540672227,0.04,0.06,0.02,0.03,0.1,0.1,0.21,0.03,0.09,0.07,77
Ir,PSL-PAW-v0.x,9,30,30,0.7762562810349467,0.7762562810349467,1.01,0.89,0.91,0.87,0.71,0.92,2.77,0.75,1.13,0.69,77
Ir,SG15,17,,,,,,,,,,,,,,,77
Ir,PSL-US-v0.x,9,,,0.7721648364659123,,1.0,0.88,0.9,0.86,0.7,0.92,2.77,0.75,1.13,0.7,77
Pt,PSL-PAW-v1-low,10,30,30,0.01299252257103222,0.01299252257103222,0.12,0.14,0.14,0.15,0.05,0.02,0.06,0.11,0.02,0.04,78
Pt,PSL-US-v1-low,10,30,30,0.01477352061062222,0.01477352061062222,0.13,0.15,0.15,0.15,0.06,0.02,0.08,0.11,0.03,0.04,78
Pt,JTH-1.1-std,10,30,30,0.05899917222457551,0.05899917222457551,0.14,0.04,0.06,0.29,0.07,0.21,1.88,0.03,0.25,0.15,78
Pt,GBRV-1.X,16,30,30,0.061936807007824446,0.061936807007824446,0.21,0.27,0.26,0.19,0.19,0.08,0.05,0.21,0.08,0.09,78
Pt,SPMS,18,30,35,0.0626001425075589,0.0626001425075589,0.18,0.21,0.21,0.24,0.16,0.08,0.2,0.19,0.08,0.1,78
Pt,PSL-PAW-v1-low,18,45,65,0.01299252257103222,0.16299252257103222,0.12,0.14,0.14,0.15,0.05,0.02,0.06,0.11,0.02,0.04,78
Pt,PSL-US-v1-low,18,45,65,0.01477352061062222,0.16477352061062223,0.13,0.15,0.15,0.15,0.06,0.02,0.08,0.11,0.03,0.04,78
Pt,SG15,18,40,40,0.28770190773192444,0.3877019077319245,0.52,0.56,0.55,0.57,0.36,0.23,0.34,0.46,0.25,0.23,78
Pt,PSL-PAW-v1-high,32,90,90,0.0039041602057933323,0.6039041602057933,0.1,0.11,0.12,0.13,0.02,0.02,0.07,0.09,0.03,0.01,78
Pt,PSL-PAW-v0.x,10,30,30,1.2746000936932778,1.2746000936932778,1.47,1.25,1.28,1.75,1.09,1.52,4.54,1.17,1.63,1.22,78
Pt,PSL-US-v0.x,10,30,30,1.2838766953890999,1.2838766953890999,1.48,1.25,1.29,1.77,1.09,1.53,4.54,1.18,1.64,1.22,78
Pt,DOJO-041-std,18,,,0.06397850507868222,,0.24,0.24,0.24,0.26,0.14,0.1,0.09,0.21,0.1,0.1,78
Pt,PSL-US-v1-high,32,,,0.0,,0.03,0.01,0.03,0.05,0.03,0.05,0.11,0.03,0.05,0.03,78
Au,SPMS,19,30,30,0.01986237503796444,0.01986237503796444,0.06,0.15,0.15,0.09,0.03,0.12,0.21,0.13,0.14,0.04,79
Au,GBRV-1.X,11,30,30,0.07692187557993664,0.07692187557993664,0.2,0.3,0.3,0.08,0.17,0.07,0.83,0.22,0.09,0.04,79
Au,JTH-1.1-std,11,30,30,0.10191418408785442,0.10191418408785442,0.19,0.07,0.04,0.35,0.08,0.36,1.63,0.09,0.3,0.21,79
Au,PSL-US-v1-low,11,30,35,0.2197664011365289,0.2197664011365289,0.37,0.36,0.35,0.43,0.24,0.27,0.5,0.3,0.27,0.27,79
Au,PSL-PAW-v1-low,11,30,35,0.2337214861490544,0.2337214861490544,0.39,0.39,0.37,0.45,0.25,0.28,0.52,0.32,0.28,0.28,79
Au,PSL-US-v1-high,33,60,80,0.043581059164256655,0.34358105916425663,0.19,0.22,0.21,0.22,0.1,0.06,0.02,0.16,0.07,0.11,79
Au,PSL-PAW-v1-high,33,60,80,0.04861427091904111,0.34861427091904107,0.21,0.23,0.22,0.23,0.1,0.06,0.05,0.17,0.07,0.12,79
Au,DOJO-041-std,19,60,65,0.11424961562406777,0.41424961562406776,0.31,0.32,0.31,0.33,0.18,0.13,0.09,0.26,0.14,0.18,79
Au,PSL-US-v1-low,19,55,75,0.2197664011365289,0.4697664011365289,0.37,0.36,0.35,0.43,0.24,0.27,0.5,0.3,0.27,0.27,79
Au,SG15,19,40,40,0.8489686636920956,0.9489686636920955,1.35,1.45,1.43,1.46,0.83,0.56,0.56,1.14,0.61,0.6,79
Au,PSL-US-v0.x,11,30,35,1.2074412517960558,1.2074412517960558,1.36,1.12,1.04,1.74,1.04,1.65,4.26,1.05,1.58,1.2,79
Au,PSL-PAW-v0.x,11,,,1.2012894042762556,,1.35,1.11,1.04,1.73,1.04,1.64,4.25,1.05,1.57,1.19,79
Au,PSL-PAW-v1-low,19,,,0.2337214861490544,,0.39,0.39,0.37,0.45,0.25,0.28,0.52,0.32,0.28,0.28,79
Hg,GBRV-1.X,12,30,30,0.17826923931794333,0.17826923931794333,0.4,0.4,0.26,0.31,0.45,0.27,0.21,0.18,0.33,0.15,80
Hg,JTH-1.1-std,12,30,30,0.3280686184278878,0.3280686184278878,0.61,0.37,0.27,0.23,0.34,0.74,1.67,0.31,0.59,0.39,80
Hg,PSL-US-v1-low,12,35,50,0.3128009399841155,0.3628009399841155,0.51,0.27,0.18,0.13,0.4,0.79,1.89,0.34,0.66,0.43,80
Hg,SPMS,20,35,35,0.3607534097232112,0.41075340972321117,0.72,0.9,1.12,1.41,0.25,0.19,0.26,0.31,0.19,0.2,80
Hg,DOJO-041-std,20,50,50,0.23883338303791224,0.43883338303791225,0.52,0.64,0.83,0.85,0.18,0.15,0.12,0.26,0.16,0.18,80
Hg,PSL-US-v0.x,12,35,35,0.8014496185187054,0.8514496185187055,1.35,1.77,2.17,2.45,0.51,0.43,0.36,0.59,0.49,0.43,80
Hg,PSL-US-v1-high,20,100,100,0.2084492264550689,0.908449226455069,0.3,0.17,0.15,0.22,0.31,0.48,0.96,0.33,0.44,0.37,80
Hg,PSL-PAW-v1-high,20,100,100,0.4823835460972179,1.1823835460972179,0.71,0.66,0.73,0.9,0.37,0.53,1.01,0.45,0.48,0.41,80
Hg,DOJO-041-str,20,,,0.16644585958048558,,0.4,0.47,0.58,0.64,0.16,0.14,0.12,0.23,0.14,0.16,80
Hg,SG15,20,150,150,,,,,,,,,,,,,80
Hg,PSL-PAW-v0.x,12,,,0.8791694845794533,,1.44,1.84,2.25,2.37,0.6,0.52,0.42,0.66,0.59,0.49,80
Hg,PSL-PAW-v1-low,12,,,0.3682222338359478,,0.63,0.38,0.27,0.26,0.38,0.83,1.99,0.35,0.67,0.45,80
Tl,SPMS,13,30,30,0.042854657425375545,0.042854657425375545,0.17,0.24,0.24,0.08,0.1,0.1,0.64,0.14,0.01,0.01,81
Tl,SG15,13,30,30,0.046885261752521105,0.046885261752521105,0.19,0.24,0.23,0.08,0.05,0.09,0.28,0.16,0.05,0.01,81
Tl,PSL-US-v0.x,13,40,45,0.11221506662621444,0.21221506662621445,0.2,0.17,0.17,0.23,0.09,0.4,0.94,0.02,0.35,0.19,81
Tl,PSL-PAW-v0.x,13,40,45,0.12168958120655554,0.22168958120655555,0.22,0.18,0.18,0.25,0.1,0.41,0.95,0.02,0.36,0.2,81
Tl,GBRV-1.X,13,60,65,0.023891207926636664,0.32389120792663667,0.16,0.11,0.1,0.2,0.07,0.04,0.22,0.12,0.01,0.13,81
Tl,JTH-1.1-std,13,55,75,0.07491155810985112,0.3249115581098511,0.2,0.14,0.13,0.27,0.16,0.19,0.2,0.15,0.14,0.26,81
Tl,DOJO-041-std,13,50,50,0.1471133640153767,0.34711336401537674,0.34,0.33,0.33,0.32,0.02,0.32,0.86,0.14,0.24,0.11,81
Tl,PSL-PAW-v1-high,13,70,70,0.07114031710678886,0.4711403171067889,0.13,0.11,0.1,0.16,0.1,0.36,0.83,0.04,0.32,0.17,81
Tl,PSL-US-v1-high,13,70,70,0.07168767286077665,0.4716876728607767,0.13,0.1,0.09,0.16,0.11,0.36,0.81,0.06,0.32,0.16,81
Tl,DOJO-041-str,21,75,75,0.11824071174150891,0.5682407117415089,0.19,0.11,0.14,0.06,0.23,0.36,0.66,0.16,0.33,0.35,81
Tl,DOJO-050-std,13,100,100,8.440399197122579,9.140399197122578,9.36,5.49,6.55,9.03,9.48,13.23,7.7,1.08,15.87,14.98,81
Pb,SG15,14,30,30,0.038618832430411115,0.038618832430411115,0.05,0.1,0.11,0.13,0.03,0.26,0.23,0.04,0.2,0.18,82
Pb,SPMS,14,30,30,0.07049435826515554,0.07049435826515554,0.11,0.11,0.14,0.07,0.21,0.32,0.62,0.07,0.31,0.13,82
Pb,PSL-PAW-v0.x,14,35,40,0.16065078636523442,0.21065078636523443,0.12,0.07,0.09,0.2,0.1,0.7,1.24,0.13,0.45,0.45,82
Pb,GBRV-1.X,14,30,30,0.2862240575486944,0.2862240575486944,0.39,0.34,0.34,0.45,0.31,0.46,0.76,0.33,0.42,0.44,82
Pb,PSL-US-v0.x,14,40,40,0.2070465104066834,0.3070465104066834,0.05,0.04,0.07,0.09,0.1,0.99,1.76,0.15,0.58,0.54,82
Pb,DOJO-041-std,14,45,50,0.17643615317910555,0.32643615317910557,0.12,0.11,0.13,0.12,0.1,0.81,1.42,0.09,0.52,0.49,82
Pb,DOJO-041-str,22,70,75,0.09270776415168999,0.49270776415169004,0.14,0.14,0.15,0.05,0.18,0.31,0.55,0.13,0.26,0.32,82
